Feed_Flow_kg_h,Feed_Heavy_Fraction,Column_Pressure_kPa,Reflux_Ratio,Num_Stages,Murphree_Efficiency,Effective_Stages,Relative_Volatility,Separation_Power,Distillate_Rate_kg_h,Bottoms_Rate_kg_h,Reflux_Flow_kg_h,Distillate_Heavy_Fraction,Bottoms_Heavy_Fraction,Top_Tray_Temperature_C,Bottom_Temperature_C,Distillate_to_Feed,Reflux_to_Feed,Heavy_Recovery_to_Bottoms,Dataset,Mass_Balance_Error_kg_h,Heavy_Component_Balance_Error_kg_h
10994.595,0.45939,222.453,2.8164,22,0.8777,19.31,1.8852,9.03497,4616.851,6377.744,13002.905,0.047692,0.757424,83.696,104.894,0.41992,1.18266,0.956406,A,0.0,-0.036232
9228.99,0.53088,165.33,1.6133,25,0.8626,21.565,1.97102,9.03369,3268.598,5960.393,5273.374,0.062012,0.787995,81.936,102.597,0.35417,0.57139,0.95863,A,-0.001,0.03403
7527.887,0.30088,152.139,2.6119,20,0.7283,14.566,1.99576,7.27876,3984.245,3543.642,10406.48,0.041197,0.592857,81.123,100.62,0.52926,1.38239,0.927533,A,0.0,-0.021266
10251.197,0.50331,162.989,2.8957,19,0.6536,12.418,1.97524,6.28327,4156.542,6094.655,12036.216,0.138694,0.751971,82.856,102.241,0.40547,1.17413,0.888266,A,0.0,0.038711
10163.521,0.30953,159.088,3.628,24,0.7749,18.598,1.98243,9.97687,5918.321,4245.201,21471.413,0.016261,0.718379,81.083,101.818,0.58231,2.1126,0.969408,A,-0.001,0.013588
8158.972,0.34387,153.031,2.4985,20,0.657,13.14,1.99401,6.47646,4133.89,4025.082,10328.482,0.066459,0.628778,81.495,100.905,0.50667,1.2659,0.902077,A,0.0,0.008496
8975.16,0.63855,182.618,2.0853,19,0.8889,16.89,1.94183,7.57562,1780.689,7194.471,3713.294,0.220074,0.742123,84.67,103.125,0.1984,0.41373,0.931621,A,0.0,0.022665
9891.934,0.56375,176.009,3.8276,24,0.6571,15.77,1.9526,8.36692,3265.563,6626.371,12499.336,0.091034,0.796717,82.726,103.177,0.33012,1.26359,0.946692,A,-0.0,-0.041894
8582.873,0.37287,174.067,2.109,23,0.7733,17.787,1.95585,8.09392,3718.932,4863.94,7843.284,0.048484,0.620888,82.092,101.924,0.4333,0.91383,0.943658,A,0.001,0.025178
9852.595,0.59888,189.128,2.2869,19,0.6979,13.261,1.93166,6.07449,3183.078,6669.517,7279.342,0.22018,0.779619,84.901,103.667,0.32307,0.73882,0.881223,A,0.0,-0.010194
10143.225,0.49031,190.903,3.2743,25,0.8751,21.878,1.92895,11.01041,3521.949,6621.276,11531.827,0.030069,0.735124,82.453,103.452,0.34722,1.1369,0.978707,A,0.0,-0.035733
10053.379,0.35394,161.824,2.9226,27,0.8331,22.495,1.97737,11.42649,4573.821,5479.559,13367.261,0.014282,0.637452,81.167,101.426,0.45495,1.32963,0.981642,A,-0.001,0.013808
9240.563,0.67187,193.29,3.7267,17,0.6933,11.786,1.92536,6.08784,2267.287,6973.276,8449.474,0.31776,0.787011,86.332,103.899,0.24536,0.91439,0.883957,A,0.0,-0.040972
10890.622,0.34512,178.229,1.2197,24,0.8255,19.813,1.94893,7.26457,5761.537,5129.085,7027.183,0.052687,0.673617,82.302,102.469,0.52904,0.64525,0.919237,A,0.0,-0.025486
11336.75,0.3079,168.02,1.5353,23,0.8199,18.858,1.96625,7.72125,6054.955,5281.796,9296.162,0.040198,0.614782,81.753,101.589,0.5341,0.82,0.93027,A,-0.001,0.035135
10481.272,0.40264,178.714,1.9226,21,0.8005,16.81,1.94814,7.37448,4630.248,5851.024,8902.321,0.069986,0.665889,82.548,102.441,0.44176,0.84935,0.923214,A,0.0,-0.005699
8772.655,0.33474,170.921,3.6407,22,0.7495,16.489,1.96121,8.71328,4143.109,4629.545,15083.706,0.032343,0.605371,81.76,101.669,0.47228,1.7194,0.954369,A,0.001,-0.034326
11097.478,0.30669,146.114,2.017,24,0.7847,18.833,2.00789,8.77696,5288.232,5809.247,10666.216,0.0308,0.557833,80.726,100.055,0.47653,0.96114,0.952143,A,-0.001,0.0183
9247.84,0.5613,166.18,1.695,16,0.7416,11.866,1.9695,5.05833,3516.517,5731.323,5960.548,0.245656,0.754962,84.393,102.422,0.38025,0.64453,0.83358,A,0.0,0.028017
11318.741,0.35278,135.79,2.723,16,0.7879,12.607,2.03008,6.5291,5756.675,5562.066,15675.604,0.073374,0.641972,80.819,100.009,0.5086,1.38492,0.894219,A,0.0,-0.055456
8392.319,0.52555,180.678,1.1031,24,0.8177,19.626,1.94495,6.84808,2780.902,5611.417,3067.734,0.137377,0.717923,83.509,102.876,0.33136,0.36554,0.913383,A,0.0,-0.01405
11371.701,0.39704,147.534,3.9104,18,0.8998,16.197,2.00498,8.97267,5153.673,6218.027,20153.181,0.039462,0.693403,80.903,101.03,0.4532,1.77222,0.954956,A,0.001,0.047345
9969.905,0.67626,172.273,1.0792,21,0.8347,17.528,1.95889,6.11703,2399.344,7570.561,2589.284,0.329999,0.786001,85.741,102.927,0.24066,0.25971,0.882564,A,0.0,-0.001682
8126.877,0.38634,173.249,2.3257,16,0.8254,13.206,1.95724,6.20174,4000.713,4126.164,9304.404,0.08452,0.678989,82.537,102.268,0.49228,1.14489,0.892304,A,0.0,-0.022571
9529.151,0.50826,150.66,1.3824,17,0.7988,13.58,1.99868,5.45656,3490.47,6038.68,4825.328,0.202612,0.684933,83.191,101.147,0.36629,0.50638,0.853982,A,0.001,-0.016029
10081.153,0.59399,190.826,3.8827,23,0.8832,20.313,1.92907,10.61315,3040.19,7040.964,11804.111,0.048108,0.829701,82.688,104.073,0.30157,1.17091,0.975576,A,-0.001,-0.048262
10409.187,0.42445,159.05,3.2002,23,0.6844,15.742,1.9825,8.20818,4671.469,5737.718,14949.59,0.054128,0.725958,81.581,101.866,0.44878,1.43619,0.942769,A,0.0,-0.020136
8526.718,0.6327,174.33,2.0623,16,0.6574,10.518,1.95541,4.75008,2313.909,6212.809,4771.937,0.422642,0.710929,87.041,102.531,0.27137,0.55965,0.818723,A,0.0,0.033261
8338.94,0.42559,154.063,2.0789,17,0.7076,12.029,1.992,5.59723,3141.046,5197.894,6529.998,0.151368,0.591303,82.659,100.714,0.37667,0.78307,0.866031,A,0.0,-0.014692
10299.377,0.45514,187.656,3.3013,20,0.7766,15.532,1.93392,7.86244,4604.093,5695.284,15199.272,0.065552,0.770092,82.809,103.538,0.44703,1.47575,0.935618,A,0.0,-0.041703
9299.876,0.47216,201.322,2.5686,16,0.7102,11.364,1.91364,5.3085,3889.978,5409.897,9991.821,0.17238,0.687708,84.681,103.587,0.41828,1.0744,0.847288,A,0.001,0.045598
10353.258,0.46756,179.741,1.4398,25,0.7564,18.911,1.94646,7.43272,4758.666,5594.592,6851.4,0.076245,0.800402,82.668,103.377,0.45963,0.66176,0.925048,A,0.0,0.022195
11139.279,0.54318,181.602,3.2815,23,0.7916,18.206,1.94346,9.27202,3688.814,7450.466,12105.005,0.06609,0.779389,82.601,103.325,0.33115,1.0867,0.959708,A,-0.001,0.028605
7526.819,0.3905,156.156,1.4417,27,0.7236,19.536,1.98797,7.9258,3307.762,4219.057,4768.73,0.051342,0.656399,81.425,101.255,0.43946,0.63357,0.94222,A,0.0,0.010907
10381.582,0.43169,176.695,2.0478,18,0.6771,12.188,1.95146,5.47515,4015.361,6366.221,8222.456,0.166116,0.599188,83.743,101.906,0.38678,0.79202,0.851165,A,0.0,0.046197
11836.97,0.39159,163.392,2.7743,20,0.8315,16.63,1.97451,8.316,5322.889,6514.081,14767.282,0.050022,0.670695,81.701,101.725,0.44968,1.24756,0.942557,A,-0.0,0.015972
9553.71,0.41078,199.853,3.1825,26,0.6621,17.215,1.91574,8.5159,4218.802,5334.908,13426.513,0.04659,0.698775,82.972,103.598,0.44159,1.40537,0.949915,A,0.0,0.018671
8783.778,0.60511,157.629,1.1099,19,0.7777,14.777,1.98517,5.33012,2616.2,6167.578,2903.752,0.303047,0.733245,84.809,101.84,0.29784,0.33058,0.850836,A,0.0,-0.025386
11128.366,0.55171,181.906,2.3472,26,0.703,18.279,1.94297,8.51385,4238.018,6890.347,9947.357,0.076086,0.844245,82.744,103.767,0.38083,0.89387,0.94748,A,0.001,0.035965
10380.17,0.68512,174.824,2.3782,27,0.8474,22.879,1.95458,10.79426,2211.64,8168.53,5259.758,0.074374,0.850475,82.462,103.475,0.21306,0.50671,0.976871,A,0.0,0.043005
11343.825,0.68005,199.495,1.5629,16,0.8106,12.97,1.91626,5.14411,2655.471,8688.354,4150.128,0.49935,0.735281,88.937,103.824,0.23409,0.36585,0.828112,A,0.0,-0.02287
9482.176,0.38203,183.778,1.0866,27,0.8431,22.764,1.93999,7.85548,4408.941,5073.235,4790.656,0.051739,0.66908,82.49,102.696,0.46497,0.50523,0.937029,A,0.0,-0.038575
7777.273,0.38398,131.531,3.6079,16,0.898,14.368,2.03981,8.01933,3681.491,4095.782,13282.401,0.045728,0.688015,80.25,100.052,0.47337,1.70785,0.943628,A,0.0,0.010613
9834.984,0.66306,197.208,3.1839,18,0.7785,14.014,1.91958,6.95424,2189.743,7645.241,6971.83,0.259844,0.778548,85.7,104.012,0.22265,0.70888,0.912747,A,0.0,0.005821
9331.258,0.35558,151.119,2.6219,26,0.8238,21.42,1.99777,10.73054,4357.798,4973.46,11425.853,0.017448,0.651862,80.767,100.954,0.46701,1.22447,0.977085,A,0.0,-0.035722
11162.986,0.60447,186.532,3.2898,21,0.8332,17.497,1.93567,8.86215,3167.511,7995.475,10420.578,0.099142,0.804668,83.213,103.716,0.28375,0.93349,0.953461,A,0.0,-0.046105
10290.449,0.3767,136.394,2.5075,22,0.7543,16.595,2.02873,8.39262,4787.717,5502.733,12005.014,0.043288,0.666796,80.45,100.209,0.46526,1.16662,0.946536,A,-0.001,-0.038909
7553.726,0.35721,170.689,3.6411,16,0.7079,11.326,1.96161,5.98698,3777.793,3775.933,13755.318,0.081416,0.633149,82.399,101.841,0.50012,1.821,0.886012,A,-0.0,-0.034533
8207.255,0.4757,181.604,2.8498,16,0.655,10.48,1.94346,5.15493,2967.32,5239.935,8456.257,0.204923,0.629034,84.434,102.332,0.36155,1.03034,0.844251,A,-0.0,0.021814
11325.684,0.57362,120.0,1.8112,27,0.7158,19.326,2.06808,9.04748,4100.71,7224.974,7427.178,0.069426,0.859793,79.981,100.439,0.36207,0.65578,0.956178,A,-0.0,-0.039107
11019.648,0.63767,139.492,1.6262,27,0.7669,20.706,2.02191,9.0269,3159.466,7860.181,5137.909,0.097301,0.854872,81.306,101.635,0.28671,0.46625,0.956251,A,0.001,0.031087
9039.635,0.38326,216.315,3.5588,22,0.7927,17.438,1.89313,8.68838,4180.25,4859.385,14876.638,0.038467,0.679867,83.388,104.144,0.46244,1.64571,0.953587,A,0.0,-0.006668
9998.427,0.33988,164.644,3.553,22,0.7553,16.617,1.97225,8.80726,5043.418,4955.009,17919.407,0.030888,0.654389,81.498,101.681,0.50442,1.79222,0.95416,A,0.0,-0.019111
10668.36,0.61709,207.207,1.0339,23,0.7079,16.281,1.90539,5.33554,2775.533,7892.827,2869.74,0.373852,0.702619,87.531,103.929,0.26016,0.269,0.842383,A,0.0,0.049495
10702.607,0.48041,174.013,3.5381,26,0.717,18.641,1.95594,9.74986,4715.481,5987.126,16683.826,0.036696,0.829875,81.935,103.301,0.44059,1.55886,0.966345,A,0.0,0.033949
11314.363,0.54383,157.868,2.5402,27,0.7565,20.426,1.98472,10.04641,4324.773,6989.591,10985.848,0.043938,0.853132,81.398,102.644,0.38224,0.97096,0.969118,A,-0.001,0.024405
10384.728,0.53368,161.17,3.5757,25,0.7577,18.943,1.97857,10.10116,3451.664,6933.064,12342.202,0.04734,0.775808,81.577,102.305,0.33238,1.1885,0.970517,A,-0.0,-0.00665
9857.757,0.60433,163.131,1.5127,26,0.7774,20.212,1.97498,8.28113,3322.678,6535.079,5026.058,0.098389,0.861565,82.329,102.972,0.33706,0.50986,0.945124,A,0.0,0.027983
9611.728,0.69582,167.333,2.1984,24,0.8185,19.645,1.96746,9.13788,2319.908,7291.82,5100.154,0.116347,0.880185,82.731,103.306,0.24136,0.53062,0.959642,A,0.0,-0.032346
11583.614,0.55924,181.635,3.5003,25,0.8954,22.384,1.94341,11.56825,3246.876,8336.738,11365.025,0.036452,0.762843,82.211,103.217,0.2803,0.98113,0.98173,A,0.0,0.042943
7000.0,0.44608,170.092,1.3721,17,0.821,13.956,1.96264,5.44337,2641.303,4358.697,3624.094,0.160077,0.619401,83.415,101.721,0.37733,0.51773,0.864596,A,0.0,-0.033141
9792.017,0.36996,196.183,1.4113,18,0.7493,13.488,1.92108,5.15417,4500.953,5291.064,6352.284,0.131689,0.572643,83.974,102.609,0.45966,0.64872,0.836382,A,0.0,0.037848
10049.5,0.34115,170.068,3.3947,26,0.6539,17.0,1.96268,8.85499,5331.345,4718.155,18098.511,0.029034,0.693833,81.684,102.211,0.53051,1.80094,0.95485,A,0.0,-0.014984
7861.977,0.57662,153.25,1.8717,20,0.8162,16.324,1.99358,7.3407,2311.147,5550.83,4325.658,0.140604,0.758162,82.482,101.771,0.29397,0.5502,0.928319,A,0.0,-0.01171
10499.22,0.40204,179.578,2.595,21,0.8277,17.382,1.94673,8.35796,4873.246,5625.975,12646.03,0.047166,0.709436,82.278,102.769,0.46415,1.20447,0.945547,A,-0.001,-0.014312
9023.078,0.41104,163.421,2.3507,27,0.7589,20.491,1.97446,9.77935,3815.206,5207.872,8968.348,0.030783,0.689611,81.448,101.851,0.42283,0.99393,0.968334,A,-0.0,-0.003323
11293.667,0.47734,191.254,1.5054,18,0.6587,11.857,1.92842,4.67846,4189.08,7104.587,6306.061,0.259979,0.605501,85.5,102.612,0.37092,0.55837,0.797979,A,-0.0,0.011643
9811.612,0.51104,174.764,3.1104,20,0.7487,14.974,1.95468,7.59452,3340.116,6471.495,10389.045,0.104612,0.720808,82.859,102.617,0.34042,1.05885,0.930314,A,0.001,0.004614
11003.73,0.46646,158.818,1.3961,24,0.6822,16.373,1.98294,6.53092,4531.926,6471.804,6327.025,0.118641,0.710021,82.423,101.749,0.41185,0.57499,0.895247,A,0.0,0.010915
11828.265,0.68228,178.445,2.5715,26,0.6968,18.116,1.94858,8.70149,2909.096,8919.169,7480.596,0.139208,0.859412,83.452,103.706,0.24594,0.63243,0.949819,A,0.0,-0.02166
10574.394,0.41924,156.11,1.1587,17,0.8385,14.255,1.98806,5.25794,4869.106,5705.289,5642.02,0.147049,0.651531,82.687,101.22,0.46046,0.53355,0.838491,A,-0.001,0.039125
8686.418,0.54081,169.507,1.3582,19,0.6776,12.875,1.96366,5.00374,2853.213,5833.205,3875.109,0.274476,0.671079,84.903,102.034,0.32847,0.44611,0.833293,A,0.0,0.021849
7728.522,0.3065,147.143,1.3316,18,0.7074,12.733,2.00578,5.06165,4450.778,3277.745,5926.689,0.084343,0.608158,81.478,100.445,0.57589,0.76686,0.841525,A,-0.001,0.01318
12630.076,0.32551,214.066,1.2892,20,0.7582,15.164,1.8961,5.46377,6291.366,6338.71,8111.018,0.104159,0.545205,84.186,103.167,0.49813,0.6422,0.840606,A,-0.0,0.017262
9833.062,0.37958,164.128,3.9467,22,0.8162,17.956,1.97318,9.73685,4002.263,5830.799,15795.903,0.030724,0.619033,81.476,101.422,0.40702,1.60641,0.967055,A,0.0,0.011148
8967.153,0.41254,148.476,1.8481,18,0.6995,12.591,2.00307,5.67556,4285.488,4681.665,7920.161,0.114748,0.685126,81.937,101.028,0.47791,0.88324,0.867068,A,0.0,0.027707
10216.386,0.48653,124.707,2.2163,25,0.7079,17.697,2.05617,8.79053,4155.763,6060.623,9210.392,0.055511,0.782078,80.041,100.239,0.40677,0.90153,0.953589,A,0.0,0.007806
9712.883,0.52968,198.498,3.1218,17,0.819,13.924,1.9177,6.86654,3492.495,6220.388,10902.924,0.132049,0.752938,84.056,103.898,0.35957,1.12252,0.910359,A,0.0,-0.027105
11278.213,0.36637,202.022,3.9701,21,0.7982,16.763,1.91264,8.68333,5638.795,5639.419,22386.404,0.036427,0.696274,82.909,103.673,0.49997,1.98492,0.950289,A,-0.001,0.013687
10050.892,0.53146,176.025,2.9234,21,0.8812,18.505,1.95257,9.2266,3696.584,6354.308,10806.49,0.057288,0.807307,82.281,103.248,0.36779,1.07518,0.960355,A,0.0,-0.00017
10020.624,0.33273,154.574,3.0799,21,0.8508,17.867,1.99101,9.28824,5082.918,4937.707,15655.106,0.025427,0.649068,81.018,101.122,0.50725,1.56229,0.961236,A,-0.001,0.01126
8928.13,0.45691,173.71,1.7288,17,0.6596,11.214,1.95646,4.76791,3773.761,5154.369,6524.207,0.19719,0.647063,84.042,102.079,0.42268,0.73075,0.817582,A,0.0,0.002478
10704.352,0.61924,158.366,2.0542,24,0.7744,18.587,1.98378,8.56334,2946.327,7758.025,6052.413,0.1147,0.810852,82.353,102.391,0.27525,0.56542,0.949017,A,0.0,0.009138
8449.2,0.49,152.214,2.7719,26,0.6944,18.054,1.99561,9.16715,3090.088,5359.112,8565.567,0.051631,0.74276,81.264,101.613,0.36573,1.01377,0.961463,A,0.0,0.029637
10998.834,0.56643,179.754,3.1127,25,0.7839,19.598,1.94644,9.87862,3777.073,7221.761,11756.751,0.053528,0.83468,82.369,103.604,0.34341,1.06891,0.967548,A,0.0,0.030908
12285.906,0.38943,183.567,2.1191,22,0.8441,18.57,1.94032,8.36309,5101.453,7184.454,10810.71,0.05367,0.62784,82.508,102.415,0.41523,0.87993,0.942774,A,-0.001,0.017792
7712.971,0.58301,153.315,1.1456,23,0.7744,17.812,1.99345,6.56108,2705.102,5007.869,3099.053,0.15579,0.813781,82.686,102.142,0.35072,0.4018,0.906281,A,0.0,0.002739
7000.0,0.69372,189.803,3.6654,20,0.7304,14.609,1.93063,7.55044,1236.603,5763.397,4532.656,0.254334,0.787998,85.375,103.752,0.17666,0.64752,0.935233,A,0.0,-0.015497
10925.318,0.56038,159.949,1.9717,25,0.6844,17.11,1.98083,7.75934,3246.161,7679.157,6400.485,0.128232,0.743059,82.596,102.026,0.29712,0.58584,0.932009,A,0.0,0.001262
13000.0,0.69221,120.0,3.5538,24,0.764,18.335,2.06808,10.39689,2044.55,10955.45,7266.006,0.126081,0.797861,80.729,100.03,0.15727,0.55892,0.971354,A,0.0,0.024799
8498.613,0.63355,142.909,2.9654,19,0.8677,16.486,2.01458,8.63506,2504.543,5994.07,7426.985,0.099961,0.856503,81.497,101.844,0.2947,0.87391,0.953503,A,0.0,0.000706
8123.956,0.60729,183.388,1.5468,26,0.7243,18.833,1.94061,7.58361,2307.551,5816.405,3569.365,0.141945,0.791901,83.667,103.489,0.28404,0.43936,0.933609,A,0.0,0.034977
10883.453,0.49168,173.461,2.5357,24,0.8408,20.18,1.95688,9.71627,4273.32,6610.134,10835.711,0.042869,0.781824,81.995,102.957,0.39264,0.99561,0.965766,A,-0.001,0.021812
8738.918,0.52963,188.086,1.315,26,0.6689,17.392,1.93326,6.51238,3349.259,5389.659,4404.294,0.136091,0.774185,83.755,103.585,0.38326,0.50399,0.90152,A,0.0,-0.004019
9240.962,0.39886,180.563,3.7247,17,0.7872,13.382,1.94513,7.01915,3905.824,5335.138,14548.015,0.079047,0.632988,82.735,102.31,0.42266,1.5743,0.916235,A,0.0,0.028101
9477.824,0.64982,197.729,1.9243,26,0.8229,21.395,1.91881,9.17509,2772.219,6705.605,5334.542,0.088141,0.882034,83.451,104.718,0.2925,0.56284,0.960327,A,0.0,-0.038164
10798.003,0.30537,149.635,3.8512,17,0.705,11.986,2.00073,6.59882,5367.108,5430.895,20669.759,0.062469,0.545416,81.297,100.17,0.49705,1.91422,0.89832,A,0.0,0.011279
9392.046,0.61896,187.252,3.3435,27,0.8722,23.55,1.93455,11.96206,3165.36,6226.687,10583.363,0.027399,0.919683,82.291,104.508,0.33703,1.12684,0.985081,A,-0.001,-0.005087
10416.824,0.67602,210.409,3.7517,26,0.8836,22.974,1.90101,11.65209,2563.009,7853.815,9615.675,0.047118,0.88125,83.319,105.238,0.24605,0.92309,0.982851,A,0.0,0.043034
9735.2,0.43274,161.939,1.6202,24,0.7517,18.042,1.97716,7.60457,4225.545,5509.655,6846.218,0.069072,0.711643,81.895,101.921,0.43405,0.70324,0.930718,A,0.0,0.036191
