Feed_Flow_kg_h,Feed_Heavy_Fraction,Column_Pressure_kPa,Reflux_Ratio,Num_Stages,Murphree_Efficiency,Effective_Stages,Relative_Volatility,Separation_Power,Distillate_Rate_kg_h,Bottoms_Rate_kg_h,Reflux_Flow_kg_h,Distillate_Heavy_Fraction,Bottoms_Heavy_Fraction,Top_Tray_Temperature_C,Bottom_Temperature_C,Distillate_to_Feed,Reflux_to_Feed,Heavy_Recovery_to_Bottoms,Dataset,Mass_Balance_Error_kg_h,Heavy_Component_Balance_Error_kg_h
10373.594,0.26315,207.077,4.1533,14,0.7827,10.958,1.90557,5.69443,5827.54,4546.054,24203.501,0.064552,0.517721,83.444,102.704,0.56177,2.33318,0.862193,B,-0.0,0.044276
7900.374,0.61523,143.597,2.4445,22,0.806,17.732,2.01313,8.80508,2244.987,5655.386,5487.927,0.093072,0.822511,81.437,101.659,0.28416,0.69464,0.957012,B,0.001,-0.015528
9595.785,0.56026,201.093,4.4322,23,0.6646,15.285,1.91397,8.09589,3047.672,6548.112,13507.956,0.102472,0.773331,83.751,104.143,0.31761,1.4077,0.94191,B,0.001,-0.024542
11015.784,0.61731,155.142,1.2846,23,0.8602,19.784,1.98991,7.65436,3189.847,7825.937,4097.523,0.150766,0.807479,82.696,102.198,0.28957,0.37197,0.929279,B,0.0,-0.046635
9536.708,0.24186,201.533,2.1522,23,0.6145,14.134,1.91334,6.26166,5359.536,4177.172,11534.938,0.04742,0.491331,83.039,102.3,0.56199,1.20953,0.889813,B,0.0,0.024904
10799.106,0.7217,199.413,4.1588,20,0.7399,14.799,1.91638,7.75976,2065.541,8733.566,8590.176,0.255561,0.831949,85.716,104.459,0.19127,0.79545,0.93227,B,-0.001,-0.038423
12804.616,0.43442,185.684,1.9922,23,0.7973,18.339,1.93699,8.07247,5727.374,7077.242,11410.08,0.062426,0.735463,82.698,103.221,0.44729,0.89109,0.935725,B,0.0,-0.0054
11098.389,0.35819,157.475,1.5811,16,0.73,11.68,1.98546,4.90707,5353.987,5744.402,8465.157,0.137685,0.563708,82.62,100.713,0.48241,0.76274,0.814565,B,0.0,0.002893
9349.749,0.73996,158.026,3.4203,29,0.8702,25.236,1.98442,13.38234,1653.323,7696.426,5654.875,0.037926,0.890765,81.325,102.9,0.17683,0.60482,0.990937,B,0.0,0.029436
8123.515,0.53303,181.796,4.7384,23,0.7148,16.441,1.94315,9.01838,2813.939,5309.577,13333.639,0.061829,0.782747,82.552,103.356,0.34639,1.64136,0.95982,B,-0.001,0.038698
9075.764,0.26708,160.802,4.5431,15,0.8261,12.392,1.97925,6.93399,4551.157,4524.607,20676.315,0.04573,0.489729,81.541,100.398,0.50146,2.27819,0.914138,B,0.0,-0.000622
10066.396,0.4549,182.654,2.1274,26,0.619,16.094,1.94178,7.26513,3587.548,6478.848,7632.182,0.100586,0.651096,83.094,102.526,0.35639,0.75818,0.921197,B,0.0,-0.00558
12347.256,0.53824,141.321,2.4052,19,0.8386,15.933,2.01796,7.90147,4701.889,7645.368,11309.022,0.095231,0.810687,81.363,101.45,0.3808,0.91591,0.932624,B,-0.001,0.02103
11653.384,0.64524,214.954,1.6279,27,0.6281,16.958,1.89492,6.71468,2629.254,9024.13,4280.209,0.286227,0.749838,86.617,104.552,0.22562,0.36729,0.899914,B,0.0,0.030417
8908.88,0.72941,188.211,2.7481,25,0.8553,21.383,1.93307,10.33341,1813.875,7095.005,4984.686,0.093116,0.892084,83.192,104.368,0.2036,0.55952,0.974008,B,-0.0,-0.015064
12545.301,0.59127,176.525,1.6527,26,0.7747,20.143,1.95174,8.3922,4236.202,8309.1,7001.335,0.099909,0.841776,82.862,103.499,0.33767,0.55808,0.942942,B,-0.001,0.024455
9825.459,0.25407,138.866,3.016,22,0.8996,19.791,2.02327,10.47411,5556.082,4269.377,16756.894,0.011433,0.569829,80.144,99.716,0.56548,1.70546,0.974554,B,0.0,0.016856
11162.553,0.39033,183.784,3.7169,21,0.8228,17.279,1.93998,9.02278,5155.34,6007.213,19161.816,0.037183,0.693403,82.298,102.857,0.46184,1.71662,0.956006,B,0.0,-0.031211
7643.244,0.58994,157.527,1.3593,23,0.8189,18.834,1.98536,7.4418,2017.344,5625.9,2742.213,0.153563,0.746419,82.831,101.922,0.26394,0.35878,0.931296,B,0.0,-0.012683
7627.261,0.48226,172.508,4.6955,27,0.7897,21.323,1.95849,11.81614,3106.743,4520.518,14587.638,0.017587,0.801601,81.626,103.041,0.40732,1.91257,0.985146,B,0.0,0.032851
8211.445,0.71392,209.086,2.325,14,0.7312,10.237,1.90281,4.60509,1729.129,6482.316,4020.282,0.640185,0.733593,91.106,104.21,0.21058,0.48959,0.811174,B,0.0,-0.029276
12306.698,0.5679,136.927,3.2854,29,0.6904,20.021,2.02754,10.84912,3802.133,8504.565,12491.716,0.04409,0.802077,80.485,101.134,0.30895,1.01503,0.976014,B,0.0,0.021769
11078.869,0.30274,169.669,4.7538,16,0.7808,12.493,1.96337,6.96344,6069.479,5009.39,28853.025,0.049863,0.60913,81.944,101.633,0.54784,2.60433,0.909766,B,0.0,0.004639
12095.418,0.4869,179.897,1.2865,22,0.8613,18.948,1.94621,7.09907,4964.881,7130.537,6387.322,0.105087,0.752753,83.054,103.07,0.41048,0.52808,0.911408,B,-0.0,-0.018544
10866.618,0.45041,219.623,1.1436,28,0.792,22.176,1.88883,7.52387,4700.388,6166.23,5375.519,0.076748,0.735248,83.994,104.639,0.43255,0.49468,0.926295,B,0.0,-0.02024
9439.254,0.26296,140.924,2.8858,16,0.6098,9.757,2.01881,5.09042,4910.904,4528.351,14171.958,0.083663,0.457397,81.192,99.095,0.52026,1.50139,0.834472,B,-0.001,0.031108
10099.469,0.58118,141.356,2.052,27,0.6267,16.92,2.01789,7.9867,2973.11,7126.359,6100.807,0.120974,0.773183,81.704,101.204,0.29438,0.60407,0.938724,B,-0.0,-0.039246
10560.661,0.30289,155.634,0.9434,26,0.7752,20.155,1.98897,6.7278,5460.883,5099.779,5151.841,0.056533,0.566683,81.472,100.635,0.5171,0.48783,0.903484,B,-0.001,0.040449
12172.708,0.23151,131.595,3.7256,21,0.833,17.493,2.03966,9.83,7416.78,4755.928,27631.617,0.012971,0.572314,79.821,99.292,0.6093,2.26996,0.965862,B,0.0,0.016398
9629.117,0.68263,190.011,3.6389,17,0.6682,11.359,1.93031,5.86035,1852.489,7776.628,6740.989,0.451199,0.737765,87.981,103.43,0.19238,0.70006,0.87284,B,0.0,-0.041003
12353.441,0.28998,131.489,1.1079,27,0.6053,16.343,2.03991,6.12355,6124.035,6229.406,6784.896,0.073442,0.502852,80.614,98.827,0.49574,0.54923,0.874446,B,0.0,0.020177
10682.302,0.28835,141.806,1.1336,20,0.8265,16.531,2.01692,6.16185,5232.772,5449.53,5931.764,0.069507,0.498484,81.045,99.418,0.48985,0.55529,0.881919,B,0.0,0.023986
11976.137,0.77188,143.221,3.9443,25,0.6045,15.113,2.01392,8.44041,2066.77,9909.367,8151.99,0.246955,0.88136,83.451,102.026,0.17257,0.68069,0.944787,B,0.0,0.021743
9988.336,0.4294,172.401,4.1845,29,0.6088,17.654,1.95868,9.57913,4161.728,5826.608,17414.943,0.036047,0.710355,81.865,102.434,0.41666,1.74353,0.965022,B,0.0,0.013543
11155.109,0.36665,133.936,2.6524,15,0.8323,12.484,2.03427,6.43805,5094.302,6060.807,13512.045,0.087264,0.601487,80.914,99.629,0.45668,1.21129,0.89131,B,0.0,-0.025075
9034.152,0.48146,137.299,0.9308,15,0.6902,10.353,2.02672,3.52558,3452.461,5581.691,3213.534,0.356161,0.558956,84.622,99.552,0.38216,0.35571,0.717297,B,0.0,0.031185
10136.971,0.2302,152.35,3.9362,21,0.8915,18.722,1.99534,10.31337,5856.707,4280.264,23053.335,0.010826,0.530381,80.731,100.219,0.57776,2.27418,0.972828,B,-0.0,-0.044686
8297.34,0.36409,147.025,2.9563,23,0.6291,14.469,2.00602,7.52644,4024.604,4272.736,11898.073,0.051123,0.658885,81.034,100.774,0.48505,1.43396,0.931894,B,0.0,-0.012969
7604.222,0.57774,211.306,4.3805,23,0.738,16.975,1.8998,8.86879,2215.173,5389.048,9703.522,0.082585,0.781267,83.816,104.615,0.29131,1.27607,0.958359,B,0.001,0.037792
7231.625,0.62403,140.242,3.2361,27,0.6384,17.237,2.02028,9.26007,2123.342,5108.283,6871.275,0.076244,0.851722,81.063,101.658,0.29362,0.95017,0.964126,B,0.0,0.021848
11211.697,0.24526,214.377,3.0101,29,0.8317,24.119,1.89569,11.57928,6003.153,5208.544,18070.308,0.008248,0.518427,82.93,103.002,0.53544,1.61174,0.981994,B,0.0,0.01696
9738.584,0.30587,200.795,4.3419,17,0.7129,12.119,1.91439,6.39657,5315.667,4422.917,23079.878,0.059259,0.602256,83.171,103.001,0.54584,2.36994,0.894249,B,0.0,0.011277
12386.405,0.74075,156.727,1.2003,25,0.679,16.975,1.98688,6.35783,2439.471,9946.934,2928.163,0.435452,0.815624,86.519,102.336,0.19695,0.2364,0.884224,B,0.0,-0.001119
12011.099,0.69365,181.879,3.4893,22,0.8458,18.608,1.94301,9.60679,2705.683,9305.417,9440.929,0.113142,0.862438,83.232,103.885,0.22527,0.78602,0.963257,B,-0.001,0.027209
9310.571,0.3733,166.193,4.0976,24,0.8221,19.732,1.96948,10.74997,4360.029,4950.542,17865.703,0.018132,0.686107,81.391,101.968,0.46829,1.91886,0.977254,B,0.0,-0.021412
12842.073,0.61017,201.628,4.2719,28,0.7895,22.105,1.9132,11.62117,3648.204,9193.869,15584.808,0.039911,0.836455,82.943,104.582,0.28408,1.21357,0.981419,B,0.0,-0.013482
10552.372,0.56572,161.583,3.341,16,0.8484,13.575,1.97781,7.12508,3735.44,6816.933,12480.115,0.134188,0.802183,82.74,102.501,0.35399,1.18268,0.916034,B,-0.001,0.0089
11595.3,0.63799,157.495,3.2818,26,0.6655,17.304,1.98543,9.09608,2805.456,8789.844,9206.862,0.114489,0.805074,82.314,102.307,0.24195,0.79402,0.956582,B,0.0,0.016727
9443.166,0.25503,207.324,3.3815,19,0.7056,13.406,1.90522,6.66913,5373.433,4069.734,18170.49,0.042698,0.535371,83.163,102.83,0.56903,1.92419,0.90473,B,-0.001,0.038221
8177.019,0.54459,205.064,3.1341,21,0.8632,18.127,1.90836,8.88095,2852.187,5324.833,8938.987,0.065937,0.800971,83.398,104.49,0.34881,1.09318,0.957768,B,-0.001,0.02131
8030.662,0.64395,191.19,2.929,26,0.725,18.85,1.92852,9.22912,2295.109,5735.553,6722.331,0.083849,0.868073,83.173,104.342,0.28579,0.83708,0.962787,B,0.0,0.023501
8087.237,0.50891,137.627,1.3906,20,0.8286,16.571,2.02599,6.80594,2734.253,5352.984,3802.138,0.131044,0.701928,81.666,100.515,0.33809,0.47014,0.912941,B,-0.0,-0.041022
10622.833,0.46808,142.251,3.2376,25,0.8876,22.19,2.01598,11.88618,4624.654,5998.179,14972.751,0.017092,0.815802,80.373,101.538,0.43535,1.40949,0.984103,B,0.0,-0.03534
7675.797,0.23705,156.791,3.8149,23,0.827,19.021,1.98676,10.34597,4345.668,3330.129,16578.106,0.010421,0.532799,80.912,100.473,0.56615,2.15979,0.975112,B,0.0,-0.027928
7119.464,0.70071,201.117,4.2218,17,0.8972,15.252,1.91393,8.00478,1165.482,5953.982,4920.409,0.237398,0.791403,85.533,104.263,0.1637,0.69112,0.944538,B,0.0,-0.002693
11997.982,0.53195,166.821,2.2749,29,0.6774,19.644,1.96837,9.24092,4757.282,7240.7,10822.346,0.056008,0.844652,81.915,103.046,0.39651,0.90201,0.958252,B,0.0,0.008938
7596.467,0.54956,193.223,2.6544,14,0.8065,11.291,1.92546,5.37314,2486.158,5110.309,6599.139,0.237608,0.701322,85.272,103.331,0.32728,0.86871,0.858498,B,-0.0,0.011246
9703.507,0.50278,184.391,1.4433,15,0.6639,9.959,1.93902,3.89549,3562.115,6141.392,5141.102,0.347207,0.593009,86.412,102.222,0.3671,0.52982,0.746491,B,0.0,0.037258
9930.991,0.57248,133.02,4.4587,19,0.738,14.022,2.03637,8.14492,2391.289,7539.703,10661.93,0.137141,0.710549,81.529,100.293,0.24079,1.0736,0.942317,B,-0.001,0.021536
10721.634,0.37531,165.672,1.9394,25,0.6918,17.294,1.97041,7.73908,4817.576,5904.059,9343.057,0.056854,0.635159,81.881,101.606,0.44933,0.87142,0.931933,B,-0.001,0.02178
10024.087,0.72512,152.331,2.4275,19,0.6784,12.89,1.99538,6.30661,2549.733,7474.354,6189.485,0.313799,0.865438,84.73,102.429,0.25436,0.61746,0.889925,B,0.0,-0.027677
12624.059,0.34023,135.523,1.9688,20,0.7828,15.655,2.03068,7.35436,6471.392,6152.667,12740.766,0.054575,0.640679,80.558,99.984,0.51262,1.00924,0.917771,B,-0.0,0.022834
11502.38,0.7816,181.379,3.3264,27,0.8735,23.585,1.94382,12.05252,2480.213,9022.166,8250.235,0.055771,0.981131,82.457,104.646,0.21563,0.71726,0.984614,B,0.001,0.009499
10446.799,0.48506,135.542,1.1854,23,0.625,14.375,2.03064,5.52333,4110.28,6336.519,4872.339,0.180771,0.682445,82.225,100.261,0.39345,0.4664,0.853371,B,0.0,-0.020812
10703.633,0.36592,186.866,3.3355,15,0.6928,10.392,1.93515,5.27809,4907.856,5795.777,16370.149,0.128473,0.56699,83.612,102.163,0.45852,1.5294,0.839015,B,0.0,-0.001198
10039.309,0.30276,216.986,2.2123,29,0.86,24.941,1.89225,10.95479,4896.418,5142.891,10832.143,0.013436,0.578211,83.078,103.5,0.48772,1.07897,0.978355,B,0.0,0.036773
12788.571,0.24262,143.414,4.5108,26,0.64,16.639,2.01352,9.53209,7488.727,5299.844,33780.474,0.015971,0.562881,80.411,99.935,0.58558,2.64146,0.961454,B,0.0,-0.020853
8359.756,0.25546,154.342,1.905,22,0.8606,18.934,1.99146,8.55322,4903.236,3456.52,9340.446,0.020749,0.588405,80.946,100.71,0.58653,1.11731,0.95236,B,0.0,0.012373
11134.163,0.77103,151.777,1.6184,23,0.6724,15.466,1.99647,6.60923,2210.317,8923.846,3577.26,0.397359,0.863585,85.809,102.387,0.19852,0.32129,0.897692,B,0.0,-0.015203
10330.58,0.41775,166.162,2.6593,29,0.707,20.504,1.96954,10.09996,4365.228,5965.352,11608.643,0.029113,0.702138,81.534,102.073,0.42255,1.12372,0.970552,B,0.0,0.01459
7252.071,0.79238,216.104,1.512,27,0.6195,16.725,1.89341,6.42666,1079.393,6172.678,1632.032,0.515205,0.840848,89.675,105.198,0.14884,0.22504,0.903225,B,0.0,0.003397
8776.9,0.59111,142.092,3.9057,20,0.7907,15.815,2.01631,8.82976,2975.81,5801.09,11622.766,0.076386,0.855143,81.149,101.788,0.33905,1.32424,0.956186,B,0.0,0.04163
12563.002,0.70053,146.977,2.0695,21,0.7845,16.475,2.00612,7.73295,3015.238,9547.764,6239.986,0.209865,0.855487,83.128,102.068,0.24001,0.4967,0.928098,B,0.0,-0.021113
11707.389,0.73268,207.881,3.8969,21,0.602,12.642,1.90446,6.481,1663.617,10043.772,6482.92,0.560894,0.76113,90.021,104.343,0.1421,0.55375,0.891217,B,-0.0,0.040797
7076.987,0.62218,159.336,1.3223,26,0.8585,22.32,1.98197,8.69411,1976.782,5100.204,2613.892,0.096921,0.825767,82.157,102.54,0.27933,0.36935,0.956488,B,0.001,-0.012073
8779.758,0.56285,200.425,2.8209,16,0.8695,13.912,1.91492,6.67271,2953.733,5826.025,8332.31,0.155969,0.769138,84.435,104.087,0.33643,0.94904,0.906775,B,0.0,-0.021208
7058.832,0.42229,142.862,3.2742,19,0.8448,16.051,2.01468,8.61275,2883.246,4175.586,9440.375,0.046257,0.681939,80.786,100.689,0.40846,1.33738,0.955258,B,0.0,0.008914
11964.802,0.36856,219.771,1.7648,14,0.6017,8.424,1.88864,3.4191,5826.31,6138.491,10282.037,0.242205,0.488493,86.183,103.016,0.48695,0.85936,0.679993,B,0.001,-0.023872
7662.206,0.76254,178.428,2.3921,23,0.7674,17.651,1.94861,8.30381,1147.824,6514.381,2745.694,0.258794,0.851294,85.03,103.651,0.1498,0.35834,0.949159,B,0.001,0.03514
7344.731,0.23067,171.332,2.7472,14,0.8579,12.01,1.9605,5.92763,4410.285,2934.446,12115.841,0.044405,0.510612,81.935,101.064,0.60047,1.6496,0.884407,B,0.0,0.007053
12891.3,0.59793,199.024,4.3877,20,0.6642,13.285,1.91694,7.04016,3874.793,9016.507,17001.471,0.183948,0.775832,84.758,104.072,0.30057,1.31883,0.90753,B,0.0,0.039927
9675.219,0.4358,217.471,3.7407,28,0.8106,22.696,1.89162,11.41546,4331.931,5343.289,16204.398,0.017735,0.774728,83.15,104.816,0.44773,1.67484,0.981779,B,-0.001,0.038044
8910.358,0.67535,167.489,1.2263,29,0.7875,22.839,1.96719,8.51164,2021.061,6889.297,2478.375,0.146426,0.830521,83.134,102.986,0.22682,0.27815,0.950822,B,0.0,-0.031436
7294.08,0.62913,149.316,1.9626,21,0.8058,16.922,2.00137,7.77799,2095.842,5198.238,4113.246,0.132222,0.829472,82.204,102.027,0.28733,0.56392,0.939612,B,0.0,0.015259
9337.572,0.59931,165.969,4.6522,26,0.6455,16.783,1.96988,9.36523,2517.809,6819.762,11713.296,0.082149,0.790244,82.227,102.644,0.26964,1.25443,0.963039,B,0.001,-0.011218
9196.234,0.37723,168.49,1.2459,28,0.7418,20.772,1.96543,7.78609,4009.384,5186.851,4995.102,0.055338,0.626046,81.971,101.686,0.43598,0.54317,0.936043,B,-0.001,0.016739
10140.885,0.22529,184.99,1.4712,23,0.8032,18.474,1.93808,7.27747,5965.905,4174.98,8777.165,0.030114,0.50418,82.247,101.663,0.5883,0.86552,0.921362,B,0.0,0.041302
7040.713,0.47399,136.898,1.5013,24,0.6073,14.576,2.02761,6.1838,2869.028,4171.685,4307.153,0.121709,0.716275,81.509,100.566,0.40749,0.61175,0.895367,B,0.0,-0.032647
7887.777,0.28443,137.095,3.4844,16,0.7508,12.012,2.02717,6.59543,4232.375,3655.402,14747.392,0.049362,0.556604,80.563,99.524,0.53657,1.86965,0.90688,B,0.0,-0.009457
8259.319,0.73774,175.709,2.2273,22,0.7231,15.909,1.9531,7.34969,1523.183,6736.136,3392.642,0.289485,0.839097,85.335,103.442,0.18442,0.41077,0.927634,B,0.0,0.019859
9643.027,0.78059,200.093,3.9279,16,0.8734,13.975,1.9154,7.23945,1701.22,7941.807,6682.189,0.347359,0.873389,86.95,104.761,0.17642,0.69296,0.921494,B,0.0,0.029494
8813.82,0.5915,218.391,1.0019,23,0.7509,17.271,1.89042,5.50428,2744.118,6069.702,2749.26,0.266877,0.738261,86.467,104.611,0.31134,0.31193,0.859526,B,0.0,0.008282
10679.966,0.49974,152.758,2.7656,18,0.8926,16.067,1.99454,8.14713,3567.201,7112.765,9865.501,0.08818,0.706152,81.77,101.401,0.33401,0.92374,0.941064,B,0.0,-0.042806
8712.596,0.61962,192.62,0.9516,19,0.8134,15.454,1.92636,4.94055,2649.235,6063.361,2520.996,0.347592,0.738479,86.703,103.549,0.30407,0.28935,0.829425,B,0.0,-0.018927
12457.798,0.26475,147.263,3.2712,28,0.7979,22.34,2.00553,11.90683,6520.525,5937.273,21329.988,0.008414,0.546272,80.481,100.044,0.52341,1.71218,0.983365,B,0.0,-0.027673
12771.22,0.62269,131.356,2.3707,22,0.8204,18.049,2.04022,9.05191,3618.637,9152.582,8578.759,0.100167,0.829283,80.96,100.974,0.28334,0.67173,0.954421,B,0.001,-0.037689
7356.609,0.58679,177.404,4.6958,16,0.8423,13.477,1.95029,7.42196,2490.192,4866.417,11693.439,0.118818,0.82625,83.144,103.438,0.3385,1.58951,0.931458,B,0.0,0.027916
8254.358,0.34224,187.21,2.8494,14,0.8845,12.383,1.93461,6.04882,3857.858,4396.5,10992.479,0.083534,0.569245,83.031,102.193,0.46737,1.33172,0.885922,B,0.0,0.023529
10378.139,0.59335,142.035,2.8175,14,0.7588,10.623,2.01644,5.4988,2997.873,7380.266,8446.644,0.303169,0.711228,84.14,100.835,0.28886,0.81389,0.852407,B,0.0,-0.045211
11623.961,0.77681,159.618,1.1714,19,0.7824,14.866,1.98144,5.4842,2180.789,9443.172,2554.667,0.636942,0.809113,89.297,102.445,0.18761,0.21978,0.846169,B,-0.0,-0.020189
7384.145,0.24032,142.308,3.8112,16,0.6543,10.469,2.01586,5.81377,4171.804,3212.342,15899.589,0.051234,0.485874,80.826,99.363,0.56497,2.15321,0.879553,B,-0.001,0.026063
8108.816,0.54116,181.758,2.2872,19,0.7212,13.704,1.94321,6.33438,2852.307,5256.51,6523.752,0.15808,0.749033,83.821,103.131,0.35175,0.80453,0.897249,B,-0.001,-0.025279
9740.321,0.54595,204.882,1.5869,27,0.7271,19.632,1.90861,7.78418,3107.255,6633.066,4930.902,0.11136,0.749526,83.991,104.143,0.31901,0.50624,0.93493,B,0.0,0.048906
11012.145,0.29641,154.419,1.843,14,0.6111,8.556,1.99131,3.82033,6208.856,4803.288,11442.848,0.142248,0.495688,82.553,100.102,0.56382,1.03911,0.729424,B,0.001,-0.019671
12419.968,0.67064,153.128,4.6193,17,0.6272,10.662,1.99382,6.04782,3680.316,8739.651,17000.434,0.29233,0.829944,84.48,102.238,0.29632,1.3688,0.870833,B,0.001,0.039654
12201.838,0.56735,169.598,1.8432,24,0.68,16.321,1.9635,7.13899,3693.432,8508.406,6807.742,0.16424,0.742341,83.451,102.508,0.30269,0.55793,0.912374,B,0.0,-0.035101
11762.532,0.29062,153.381,4.1673,24,0.8499,20.399,1.99332,11.34799,6447.862,5314.67,26870.043,0.010516,0.630451,80.771,100.935,0.54817,2.28438,0.980164,B,0.0,-0.017683
7316.393,0.76754,182.075,2.7072,18,0.6456,11.621,1.9427,5.63563,1073.588,6242.805,2906.389,0.669072,0.78447,90.578,103.38,0.14674,0.39724,0.872087,B,0.0,0.023375
12859.819,0.29938,135.085,1.6078,23,0.8489,19.525,2.03167,8.53307,7133.798,5726.021,11469.847,0.029569,0.635535,80.207,99.924,0.55474,0.89191,0.945211,B,0.0,-0.053417
10687.768,0.55174,191.038,4.3953,21,0.6448,13.541,1.92875,7.24597,3761.848,6925.919,16534.395,0.126671,0.782611,83.733,103.771,0.35198,1.54704,0.919191,B,0.001,0.051674
7516.695,0.43129,217.111,3.2763,25,0.864,21.601,1.89209,10.55325,2899.907,4616.788,9500.855,0.025743,0.686023,83.245,104.216,0.3858,1.26397,0.976972,B,0.0,0.000327
8529.573,0.29381,218.843,1.2003,24,0.8766,21.037,1.88984,7.3046,4310.703,4218.87,5174.251,0.043106,0.549979,83.527,103.386,0.50538,0.60662,0.925855,B,0.0,-0.033224
10724.525,0.22858,200.775,0.967,15,0.8369,12.554,1.91442,4.00793,6334.822,4389.703,6125.472,0.09723,0.41813,83.671,101.785,0.59069,0.57116,0.748742,B,-0.0,0.010666
9313.841,0.62013,210.345,2.9378,25,0.7294,18.236,1.90109,8.74014,2686.272,6627.569,7891.855,0.098832,0.83142,84.0,104.907,0.28842,0.84733,0.954034,B,0.0,0.009167
9679.621,0.20295,215.521,2.329,25,0.7896,19.739,1.89418,8.82124,5993.649,3685.972,13958.927,0.014809,0.50889,83.052,102.985,0.6192,1.44209,0.95482,B,-0.0,-0.035157
11827.51,0.66101,192.027,2.0089,29,0.6941,20.128,1.92726,8.81715,3232.438,8595.073,6493.706,0.116552,0.865771,83.633,104.364,0.2733,0.54903,0.951811,B,-0.001,-0.009675
11944.186,0.48399,189.79,3.6983,28,0.7836,21.942,1.93065,11.3624,4353.584,7590.602,16101.055,0.026342,0.746476,82.365,103.478,0.36449,1.34802,0.980162,B,0.0,-0.017746
10280.722,0.58153,151.614,2.803,24,0.6212,14.909,1.99679,7.59912,2743.196,7537.526,7689.063,0.153777,0.737204,82.587,101.544,0.26683,0.74791,0.929441,B,0.0,0.013496
11754.707,0.30144,133.841,3.1446,18,0.8598,15.476,2.03449,8.33986,6175.185,5579.522,19418.726,0.03261,0.59896,80.188,99.607,0.52534,1.652,0.943168,B,0.0,0.055598
9436.03,0.55589,193.607,2.5722,15,0.8714,13.071,1.92489,6.16353,2879.504,6556.526,7406.624,0.207097,0.709073,84.882,103.398,0.30516,0.78493,0.886312,B,0.0,0.002516
12846.891,0.76027,210.734,4.0121,21,0.6841,14.366,1.90057,7.38462,2548.203,10298.688,10223.63,0.313792,0.870748,86.85,105.182,0.19835,0.79581,0.918133,B,0.0,-0.061874
10630.955,0.34272,135.086,4.5483,28,0.6885,19.278,2.03166,11.20221,5963.399,4667.556,27123.24,0.012342,0.764825,79.98,100.777,0.56095,2.55135,0.979799,B,0.0,-0.022891
12806.188,0.62799,190.705,3.0548,15,0.7256,10.883,1.92925,5.38799,3567.347,9238.841,10897.391,0.3708,0.727296,86.944,103.392,0.27856,0.85095,0.83552,B,0.0,0.013631
7263.926,0.73458,137.768,1.7675,25,0.7145,17.863,2.02568,8.05303,1530.619,5733.307,2705.302,0.191013,0.8797,82.464,101.696,0.21072,0.37243,0.945208,B,0.0,-0.023534
12296.156,0.20855,196.919,4.0353,25,0.621,15.525,1.92,8.11618,7001.941,5294.215,28255.275,0.022856,0.454143,82.562,101.859,0.56944,2.29789,0.937591,B,0.0,-0.003712
